manufacturer_id,manufacturer_name,manufacturer_recall_count
3745,LOHMANN & RAUSCHER INTERNATIONAL GMBH & CO KG,2.0
3746,Integra / Newdeal,1.0
3747,MEDTRONIC INC,1.0
3748,Qiagen GmbH,1.0
3749,BIOMERIEUX SA,12.0
3750,Ingen,2.0
3751,B. Braun Surgical,1.0
3752,Dako Denmark A / S,1.0
3753,"Allurion Technologies, Inc.",1.0
3754,Bio-Rad,38.0
3755,B. BRAUN Surgical,1.0
3756,SORIN GROUP Italia Srl,2.0
3757,MICROVENTION Europe,1.0
3758,Bausch & Lomb Incorporated,1.0
3759,Ortho Clinical Diagnosis France,1.0
3760,Microport Orthopedics,1.0
3761,Bordier Affinity Products SA,1.0
3762,THERMO FISCHER SCIENTIFIC,1.0
3763,Thermo Fischer Scientific,5.0
3764,THE BINDING SITE,1.0
3765,BAUSCH AND LOMB INC,2.0
3766,Orgentec SAS,1.0
3767,SMITH & NEPHEW Inc.,3.0
3768,CELLNOVO LTD,1.0
3769,ALERE TECHNOLOGY AS,1.0
3770,Sudimplant,1.0
3771,MATHYS,1.0
3772,Axess Vision Technology,1.0
3773,ALCON Laboratories,1.0
3774,Microgenics Corporation,1.0
3775,ELITech Clinical System SAS,1.0
3776,Guangzhou -Wondfo Biotch.Co,1.0
3777,LEMAITRE VASCULAR,1.0
3778,Lemaitre Vascular INC,1.0
3779,GDF GESELLSCHAFT für Dental Forschung und Innovationen GmbH,1.0
3780,Bard Medical Division,1.0
3781,LivaNova Canada Corp,1.0
3782,Mentor,2.0
3783,Mediplus,1.0
3784,HEARTWARE INC,1.0
3785,Bard Inc,1.0
3786,Integra Neuroscience Implants,1.0
3787,Waismed LTD,1.0
3788,Cellnovo,1.0
3789,Zimmer Biomet Total Recoil Bolt,1.0
3790,"SAGE PRODUCTS, LLC",1.0
3791,Sequent Medical Company,1.0
3792,Synergetics,1.0
3793,Ophta-France,1.0
3794,Teleflex Medical Europe Ltd,1.0
3795,Leonhard Lang GmbH,1.0
3796,MEDTRONIC SOFRADIM Production,1.0
3797,Nexmed Technology Co Ltd,1.0
3798,REDAX-MEDAX,1.0
3799,Bausch and Lomb,1.0
3800,Life partners,2.0
3801,I.CERAM,1.0
3802,Cepheid AB,4.0
3803,"Bio-Techne R&D; Systems, Inc.",1.0
3804,"Vascular Solutions, Inc",1.0
3805,Radiometer,10.0
3806,ZIMMER Orthopedic Surgical Products,1.0
3807,SOCIETE D'ETUDES DE RECHERCHES ET DE FABRICATION,1.0
3808,Trinity Biotech,18.0
3809,Randox,4.0
3810,Transysteme Dedienne,1.0
3811,Int'Air Medical,4.0
3812,DIDACTIC,5.0
3813,Bausch & Lomb Inc,2.0
3814,Theradiag,1.0
3815,Molnlycke Healthcare,3.0
3816,STRYKER NEUROVASCULAR;BOSTON SCIENTIFIC,1.0
3817,MOLNLYCKE HEALTH CARE,1.0
3818,Victory Company,1.0
3819,Baylis Medical,1.0
3820,Nipro Corporation,2.0
3821,Kasios (distributed by LDR),1.0
3822,Kasios,3.0
3823,Labodial,1.0
3824,Paul Hartmann Laboratories,2.0
3825,Orgentec,4.0
3826,Raffin Medical,1.0
3827,TELEFLEX MEDICAL INCORPORATED,2.0
3828,Med-El Elektromedizinische Gerate,1.0
3829,Teleflex Medical Incorporated,1.0
3830,BBraun Aesculap,3.0
3831,Atrium Medical Corporation,3.0
3832,BECKMAN COULTER,87.0
3833,Mathys AG,1.0
3834,OSCOR INC:MEDTRONIC,1.0
3835,Raysearch Laboratories,1.0
3836,Concert Medical LLC,1.0
3837,BAYER Medical Care Inc,1.0
3838,OrthoPediatrics,1.0
3839,Ulthera Inc.,1.0
3840,Smiths Medical ASD Inc.,2.0
3841,Smith & Nephew Inc.,1.0
3842,STANMORE IMPLANTS,1.0
3843,Wright Medical,3.0
3844,Process For PRF,1.0
3845,Batch call,1.0
3846,Life Partners Europe,3.0
3847,ABS Bolton Medical,1.0
3848,Nephrotek Laboratory,1.0
3849,Quarantine,1.0
3850,Spectranetics Corporation,1.0
3851,Ortho Clinical Diagnostic France,1.0
3852,COVIDIEN LLC,1.0
3853,B Braun Melsungen AG,2.0
3854,MM France,1.0
3855,Biolytical Laboratories,1.0
3856,Covidien LLC,6.0
3857,"Immuno-Mycologics, Inc.",1.0
3858,Siemens AG,1.0
3859,Vigmed AB,1.0
3860,Diagnostica Stago,11.0
3861,Lépine Group,1.0
3862,Cair Lgl,2.0
3863,COVIDIEN LLC.,1.0
3864,Phadia,3.0
3865,Orthomed,1.0
3866,STRYKER ORTHOPEDICS,1.0
3867,MVF / Clinical Innovations,1.0
3868,Orthopedic & Spine Development,2.0
3869,Menicon,1.0
3870,B. BRAUN,0.0
3871,BELDICO,2.0
3872,Cordis Cashel,1.0
3873,LeMaitre Vascular,2.0
3874,Weinmann Emergency Medical Technology GmbH,1.0
3875,Tetra Medical Lab,1.0
3876,1stQ GmbH,1.0
3877,Karl Storz,1.0
3878,Merit Medical Systems Inc.,4.0
3879,MEDTRONIC Inc.,3.0
3880,MedicMicro,1.0
3881,Tem Innovations Gmbh,1.0
3882,Carefusion,3.0
3883,Micrel Medical Device,1.0
3884,Bracco,1.0
3885,DENTSPLY IMPLANTS MANUFACTURING DMBH,1.0
3886,AMO Uppsala AB,1.0
3887,Sis Medical,1.0
3888,Medi-Globe GmbH,1.0
3889,Balt Extrusion Company,1.0
3890,Direct Implant Sybon Manufacturing LLC,1.0
3891,OLYMPUS France,7.0
3892,Vascular Solutions Inc,1.0
3893,Cardinal Health,2.0
3894,Getinge Lancer,2.0
3895,"Legacy ™ P Implant, Direct Implant Sybon Manufacturing LLC",1.0
3896,Toda Pharma,1.0
3897,CEB,1.0
3898,CareFusion,2.0
3899,Unomedical / ConvaTec,1.0
3900,MAST Diagnosis,1.0
3901,Medacta International,1.0
3902,Mölnlycke Health Care AB,1.0
3903,Medos International SARL,1.0
3904,Bentley InnoMed GmbH,2.0
3905,Creganna Medical Company,2.0
3906,Eos Imaging system,1.0
3907,Medela AG;Stryker Neurovascular,1.0
3908,Sentinel Diagnostics,1.0
3909,Jiangsu Intco Medical Products Co. Ltd.,1.0
3910,Thermo Scientific Oxoid,1.0
3911,Gibaud,1.0
3912,LivaNova / Sorin,1.0
3913,"AngioDynamics, Inc.",1.0
3914,Icu Medical Inc,1.0
3915,ICU Medical Inc,2.0
3916,Spineway,1.0
3917,THERMOFISHER SCIENTIFIC,1.0
3918,Sorin Group Italia Srl,2.0
3919,Siemens Healthcare SAS,1.0
3920,Easy System Implant,2.0
3921,William Cook Europe,1.0
3922,Medical Brands Innovation BV,1.0
3923,Shippert Medical Technologies,1.0
3924,Generic Implants,1.0
3925,Novo Nordisk AS,1.0
3926,VYGON,2.0
3927,Stanmore Implants Worldwide Limited,1.0
3928,Acumed,2.0
3929,Ethical Medical Implants (EMI),1.0
3930,Curetis AG,1.0
3931,Mathys,5.0
3932,Phadia AB,1.0
3933,EVOLUTIS,1.0
3934,ADLER ORTHO,1.0
3935,PFM Medical Mepro GmbH,1.0
3936,MICROLINE SURGICAL INC.,1.0
3937,SIS Medical AG,1.0
3938,BAYER HEALTHCARE,1.0
3939,HAEMONETICS Corporation,1.0
3940,LEONHARD LANG GmbH,1.0
3941,FUJIFILM,1.0
3942,Smiths Medical,10.0
3943,REMEL / THERMO FISCHER,1.0
3944,Teknimed,2.0
3945,"Oral Care Products, Sage Products, LLC",1.0
3946,Thermo Fischer,2.0
3947,Lohmann and Rauscher International Gmbh Co KG,1.0
3948,Maxter Catheters,1.0
3949,Radiometer Medical ApS,2.0
3950,The Binding Site,2.0
3951,Werfen Instrumentation Laboratory France (Inova),1.0
3952,Cristalens Industry,1.0
3953,Instrumentation Laboratory,3.0
3954,Oculentis,1.0
3955,CisBio Bioassays,2.0
3956,ORGENTEC,1.0
3957,PETERS Surgical,1.0
3958,LifeCell Corporation,1.0
3959,Elitech,6.0
3960,North American Rescue,1.0
3961,NORTH AMERICAN RESCUE,1.0
3962,Livanova France SAS,1.0
3963,Science and Medicine,5.0
3964,STRYKER GmbH,1.0
3965,Nordic Neurolab AS,1.0
3966,Agilent,2.0
3967,SMITHS Medical France,1.0
3968,Smiths Medical France,2.0
3969,Gyneas Laboratories,1.0
3970,"Bard Peripheral Vascular, Inc",1.0
3971,Science For BioMaterials (SBM),1.0
3972,Stanmore,1.0
3973,BELLCO;MEDTRONIC,1.0
3974,Johnson & Johnson Vision Care Inc.,4.0
3975,Perkin Elmer / Wallac OY,1.0
3976,Epigenomics AG,1.0
3977,Leica Biosystems,5.0
3978,Victory,1.0
3979,ALLERGAN LIMITED,1.0
3980,S-Medical,1.0
3981,Microval,2.0
3982,United Orthopedic Corporation,1.0
3983,IBL,1.0
3984,Implantcast,2.0
3985,Life Technologies,1.0
3986,Thermo Fisher,5.0
3987,Lina Medical,1.0
3988,STRYKER Neurovascular,1.0
3989,Casella Group SRL,1.0
3990,Siemens Healthcare,4.0
3991,Zimmer Dental Inc,1.0
3992,Laurane Medical,1.0
3993,Apollo Endosurgery Inc.,1.0
3994,Smith & Nephew SAS,2.0
3995,Cousin Biotech,1.0
3996,Sigvaris,1.0
3997,Surgiris,1.0
3998,Electro-Concept,1.0
3999,Abigo Medical AB,1.0
4000,"Elements Obturation Unit, Sybron Endo",1.0
4001,"Menicon Co, Ltd",1.0
4002,Implant Direct Sybon Manufacturing LLC,1.0
4003,Euros,2.0
4004,Ibl International,2.0
4005,Alcon,3.0
4006,VascoMed Gmbh,1.0
4007,Spineart,2.0
4008,Phadia / Thermofisher,2.0
4009,Valtech Cardio Ltd,1.0
4010,Olympus Corporation,2.0
4011,Bexen Cardio Osatu S. Coop,1.0
4012,Vircell,1.0
4013,Aesculap AG,1.0
4014,Carl Zeiss Meditec AG,3.0
4015,Medline International France SAS,4.0
4016,BrainLAB,1.0
4017,Merit Medical,1.0
4018,Convergences Medical Systems / ISTANBUL MEDIKAL Ltd.,1.0
4019,Illumina,2.0
4020,Biocentric,1.0
4021,Getinge Group Package,1.0
4022,Micro-Mega,1.0
4023,MEDCOMP,1.0
4024,Manufacturing Manufacture of Medical and Paramedical Products,1.0
4025,"Samsung Electronics Co., Ltd.",1.0
4026,Tracoe Medical GmbH,1.0
4027,Biotronik AG,3.0
4028,Miltenyi Biotec GmbH,1.0
4029,Macopharma,1.0
4030,Dako / Agilent,1.0
4031,Smiths Medical ASD INC,1.0
4032,Cutting Edge,1.0
4033,MRC Holland MLPA,1.0
4034,Demapharm Laboratories,1.0
4035,Smiths Medical ASD Inc,1.0
4036,Johnson & Johnson / Depuy Synthes,1.0
4037,Arrow International Inc,2.0
4038,Siemens Healthcare Diagnostics,17.0
4039,IBL International G,1.0
4040,Eurogine,1.0
4041,Vital Healthcare Sdn. Bhd.,1.0
4042,"Linx Reflux Management System, Torax Medical Inc.",2.0
4043,Industry Chart,1.0
4044,Getinge / Maquet Cardiopulmonary AG,1.0
4045,CirMedical / Sam Medical Products,1.0
4046,Alpha Bio Tec Ltd.,1.0
4047,Nephrotek / Theradiag / LSI Medience,1.0
4048,Biosynex,1.0
4049,Wassenburg Medical Connectors,1.0
4050,Zimmer Dental INC,1.0
4051,Kimal PLC,2.0
4052,Newdeal SAS,4.0
4053,Roche Roche Diabetes Care / Pharma Lab,1.0
4054,Proteor,2.0
4055,Noventure SL,1.0
4056,Comepa Industry,2.0
4057,FX Solutions,1.0
4058,Thread & Lift,1.0
4059,Ulrich Medical,1.0
4060,Roche Diabetes Care / Inter Trade Pharma,1.0
4061,Vermeiren Group (SA),1.0
4062,I2A,7.0
4063,Cryo Diffusion,1.0
4064,Biomet Zimmer,1.0
4065,Medline,3.0
4066,3M Poland Manufacturing Sp. Z oo,1.0
4067,Zimmer INC,1.0
4068,Advanced Technical Fabrication (ATF),1.0
4069,Immucor,9.0
4070,Conmed Corporation,3.0
4071,NordicNeurolab,1.0
4072,Lohmann and Rauscher Laboratories,1.0
4073,Haemonetics Corporation,1.0
4074,Heraeus,1.0
4075,Herdegen facilities,1.0
4076,Convatec Limited,1.0
4077,Mikrogen Diagnostik GmbH,1.0
4078,TransMedics Inc.,1.0
4079,Integra lifesciences corporation,1.0
4080,BD Switzerland Sàrl,1.0
4081,Reckitt Benckiser Healthcare Limited,1.0
4082,Comepa Industrie,1.0
4083,Beaver Visitec International Inc.,1.0
4084,Regen Lab,1.0
4085,Carl Zeiss Meditec,1.0
4086,B. Braun Melsungen AG,1.0
4087,Degania Silicone Ltd,1.0
4088,3M Health Care,1.0
4089,3M Health Care Business,1.0
4090,St Jude Medical,5.0
4091,ABBOTT DIAGNOSTIC,70.0
4092,Unipath Ltd,1.0
4093,Axis-Shield,2.0
4094,ALERE,3.0
4095,Orgenics,4.0
4096,Science et Médecine,2.0
4097,Adgenix,1.0
4098,Agfa Healthcare Company,1.0
4099,Dako,2.0
4100,ALPHAPATH,2.0
4101,Alphatec Spine,2.0
4102,Alphatec,1.0
4103,ALUNG,1.0
4104,American Medical Systems,1.0
4105,AngioDynamics,1.0
4106,Arkray,1.0
4107,Asept-In-Med,1.0
4108,AseptInMed,1.0
4109,AseptInMed / Leventon,2.0
4110,AstraZeneca,1.0
4111,Astute Medical,1.0
4112,Clearstream Technologies Ltd,1.0
4113,CHAUVIN BAUSCH and LOMB,1.0
4114,Chauvin and Bausch and Lomb France,2.0
4115,Gambro Hospal,1.0
4116,Hospal / Gambro,1.0
4117,BAYER DIAGNOSTICS,13.0
4118,Medrad,2.0
4119,BAYER MEDICAL,1.0
4120,BARD PERIPHERAL VASCULAR,1.0
4121,BARD,4.0
4122,Becton Dickinson,2.0
4123,CAREFUSION France,1.0
4124,BD Medical company,1.0
4125,Bard Peripheral Vascular,1.0
4126,BD Diagnostics,7.0
4127,Care Fusion,2.0
4128,Angiomed,1.0
4129,BD Medical,1.0
4130,Voco,1.0
4131,BioRad,1.0
4132,Biorad,3.0
4133,BIOLYTICAL,1.0
4134,ALL DIAG,6.0
4135,Waid,1.0
4136,Beldico,1.0
4137,CAMI srl,1.0
4138,Cardiac Science Corporation,1.0
4139,Cordis Europa NV,1.0
4140,Cordis Corporation Miami,1.0
4141,CORDIS,3.0
4142,Cordis®,1.0
4143,CARL ZEISS MEDITEC,1.0
4144,CARL ZEISS MEDITECH,1.0
4145,HYALTECH LTD,1.0
4146,CASMED,1.0
4147,Cereplas,1.0
4148,CG Medical,1.0
4149,Chalgren,1.0
4150,Systagenix Wound Management Limited,1.0
4151,Systagenix,1.0
4152,Choc Medical,1.0
4153,Cisbio,1.0
4154,Cisbio Bioassay,1.0
4155,Coloplast A / S,1.0
4156,CONMED LINVATEC,1.0
4157,ConMed Linvatec,4.0
4158,ConMed Linvatec France,1.0
4159,Conmed Linvatec,1.0
4160,CONMED,1.0
4161,Cristalens Industrie,1.0
4162,Cryolife,1.0
4163,Jotec / Gamida,1.0
4164,CYTOMEGA,2.0
4165,D-tek,1.0
4166,Becman Coulter,1.0
4167,Beckman Coulter,7.0
4168,BECKMAN-COULTER,4.0
4169,Sybron Dental,2.0
4170,Beckman-Coulter,5.0
4171,Metrex Research,1.0
4172,HemoCue,1.0
4173,Hemocue,1.0
4174,Beckman (Biochemistry),1.0
4175,Iris Diagnostics,1.0
4176,Derm Tech France,1.0
4177,Dexther,1.0
4178,Biotrin,1.0
4179,Dixi Microtechniques,1.0
4180,Microtek Medical Europe,1.0
4181,Edwards Lifescience,1.0
4182,Edwards-Lifesciences,1.0
4183,Edwards LifeScience,1.0
4184,Wescor,1.0
4185,DIAGAST,7.0
4186,Evolutis SAS,1.0
4187,Exactech Inc,1.0
4188,Fisher & Paykel,1.0
4189,Fisher & Paykel Healthcare SAS,1.0
4190,Dedienne Sante,2.0
4191,IMPLANTS INDUSTRIE,1.0
4192,FH ORTHOPEDICS,2.0
4193,Fresenius Kabi,2.0
4194,Helix Medical,1.0
4195,GEM Universal Industry,1.0
4196,GE Healthcare,4.0
4197,GE Medical Systems SCS,1.0
4198,Geomed Medizin Technik,1.0
4199,MAQUET,2.0
4200,Datascope,1.0
4201,MAQUET Cardiopulmonary,1.0
4202,Pulsion Medical Systems,1.0
4203,Pulsion Medical Systems SE,1.0
4204,GSK Consumer Health,1.0
4205,Gomina AG,1.0
4206,DIASYS,1.0
4207,Disays Poles France,1.0
4208,Diasys,6.0
4209,DiaSys GmbH,1.0
4210,DiaSys,3.0
4211,Graftys,2.0
4212,GRAFTYS,1.0
4213,Greiner Bio-One France,1.0
4214,Greiner Bio-One,1.0
4215,Gen-Probe,2.0
4216,MEDEX,1.0
4217,Haemonetics,2.0
4218,Heine Optotechnik GMBH &CO KG,1.0
4219,Helbio SA,1.0
4220,Hemodia company,1.0
4221,POLY IMPLANT PROTHESE,1.0
4222,Hexacath,1.0
4223,Hill-Rom,1.0
4224,Horiba ABX,3.0
4225,HRA Pharma,1.0
4226,HS Hospital Service,1.0
4227,"Amica GEN, HS Hospital SpA Service",1.0
4228,Icu Medical,1.0
4229,IDS,2.0
4230,IDS Immuno Diagnostic Systems,1.0
4231,Immunotech,1.0
4232,Implanet,1.0
4233,National Reference Center Blood Groups (INTS),1.0
4234,National Reference Center for Blood Groups (INTS),1.0
4235,Greatbatch Medicals,1.0
4236,INTEGRA Lifesciences,1.0
4237,Integra Lifesciences Services,1.0
4238,Integra,3.0
4239,Ascension Orthopedics / Integra LifeSciences,1.0
4240,Integra (Newdeal SAS),1.0
4241,Integra / Newdeal SAS,1.0
4242,Ascension Orthopedics,1.0
4243,Integra Company,1.0
4244,Integra Lifescienes Company,1.0
4245,Integra Life Science Company,1.0
4246,INTEGRA LIFESCIENCES,1.0
4247,IntegraNeuroSciences Implants,1.0
4248,"Intuitive Surgical, Inc./Intuitive Surgical Operations Inc.",1.0
4249,Mölnlycke Health Care Company,1.0
4250,Molnlycke Health Care,1.0
4251,Immucor Gamma,2.0
4252,Ivoclar Vivadent AG,1.0
4253,Bionic Medizintechnik GmbH,1.0
4254,LifeScan,5.0
4255,BIOSENSE Webster INC;CORDIS SAS,1.0
4256,BIOSENSE WEBSTER,2.0
4257,AMO France,1.0
4258,ETHICON SAS;CORDIS SAS;Johnson-Johnson,1.0
4259,Johnson and Johnson,2.0
4260,Micrus Endovascular,2.0
4261,Abbott Medical Optics (AMO),1.0
4262,Depuy Mitek Inc.,1.0
4263,Johnson & Johnson Vision Care,1.0
4264,ADVANCED STERILIZATION PRODUCTS,1.0
4265,Advanced Sterilization Products (APS),1.0
4266,Advanced Sterilization Products (ASP),1.0
4267,Johnson & Johnson International,1.0
4268,JOHNSON & JOHNSON Vision Care,1.0
4269,Torax Medical,1.0
4270,Anspach,1.0
4271,CODMAN Company,1.0
4272,Biosense Webster company,1.0
4273,Joline,1.0
4274,Kimberly Clark,2.0
4275,Kisco,2.0
4276,KISCO International,1.0
4277,Koroglu,1.0
4278,Air Liquide Santé France,1.0
4279,Air Liquide Medical Systems SA,1.0
4280,Bioxal SA,1.0
4281,French Technical Broadcast,1.0
4282,Labonord,1.0
4283,CCD laboratory,1.0
4284,Hydrex Laboratory,1.0
4285,Lamidey Noury,1.0
4286,Le Maitre Vascular,1.0
4287,Lemaitre,1.0
4288,Lemaitre Vascular,1.0
4289,LIFE PARTNERS EUROPE,3.0
4290,Lifehealth,1.0
4291,Lima Corporate,1.0
4292,Laboratoires Lohmann & Rauscher SAS,1.0
4293,Lohmann & Rauscher Laboratories SAS,1.0
4294,Lohmann & Rauscher SAS,1.0
4295,B BRAUN MEDICAL laboratory,1.0
4296,BBraun Company,1.0
4297,Aesculap / BBraun,1.0
4298,Aesculap / BBraun Medical,1.0
4299,B.Braun,7.0
4300,B.Braun Medical SAS,1.0
4301,BBraun Avitum,2.0
4302,BBraun Medical Company,1.0
4303,Aesculap,1.0
4304,MA Arain & Brothers,1.0
4305,MA Arain & Brothers (Pvt) Ltd,1.0
4306,Therakos,2.0
4307,Masimo,1.0
4308,Mast Group,1.0
4309,Mathys Orthopédie,1.0
4310,MAXMAT,1.0
4311,MED-EL,1.0
4312,Medica SpA,1.0
4313,Medical Vision® AB,1.0
4314,Covidien France SAS,2.0
4315,COVIDIEN,3.0
4316,EV3,2.0
4317,Cryocath,1.0
4318,Nellcor Puritan Bennett Division,1.0
4319,Oridion,1.0
4320,Given Imaging,3.0
4321,Given Imaging Company,1.0
4322,Medtronic France,5.0
4323,Covidien Delivery System,1.0
4324,Heartware,1.0
4325,Aircraft Medical Limited,1.0
4326,"Clearify Visualization System, Covidien LLC",1.0
4327,Medtronic Powered Surgical Solutions,1.0
4328,MEDTRONIC NAVIGATION INC.,1.0
4329,Melet Schloesing,1.0
4330,Sigma Aldrich,1.0
4331,Microbiologics,1.0
4332,Microtech,1.0
4333,Biotronik,1.0
4334,TYCO Healthcare,2.0
4335,Halyard Health (formerly Kimberly-Clark Health Care),1.0
4336,Welch Allyn,3.0
4337,Cardiac Science France,1.0
4338,CIS bio international,1.0
4339,CAIR LGL Laboratory,1.0
4340,FLD,1.0
4341,CAIR LGL,1.0
4342,Guidant,9.0
4343,"ETHICON ENDO-SURGERY, INC. (USA) ",1.0
4344,HORIBA ABX,1.0
4345,DADE BEHRING,37.0
4346,DADE BEHRING SA,14.0
4347,Woo Young Medical Co. Ltd.,1.0
4348,CORNEAL,1.0
4349,Medical Developmental Research,1.0
4350,CEPHALON France,1.0
4351,Transystème SA,1.0
4352,TOSOH BIOSCIENCE,1.0
4353,BIOCODE HYCEL,4.0
4354,ATRIA,1.0
4355,ALN Implants Chirurgiques,1.0
4356,Baxter,1.0
4357,Centerpulse,2.0
4358,PRUMENET,1.0
4359,ev3,2.0
4360,BIO MERIEUX,1.0
4361,ARGENE BIOSOFT,2.0
4362,Biotest,2.0
4363,HEMODIA,1.0
4364,BIOMERIEUX S.A,1.0
4365,La Technique Biologique,1.0
4366,Ethicon Endo-Surgery,1.0
4367,Biomet Merck France,1.0
4368,J2L ELITECH,3.0
4369,RIMOS,1.0
4370,ADVANCED BIONICS,1.0
4371,BECTON DICKINSON BIOSCIENCES,1.0
4372,BD DIAGNOSTICS,1.0
4373,SGM,1.0
4374,3S Medikal Laboratory,1.0
4375,Dade-Behring,5.0
4376,SERF,1.0
4377,Radiometer SA,1.0
4378,SEBIA,3.0
4379,BMD (BioMedical Diagnostics),2.0
4380,B-Braun Aesculap,1.0
4381,GAMBRO,4.0
4382,Hycel,1.0
4383,Biorad informed,1.0
4384,OXOID,38.0
4385,BIO-RAD,3.0
4386,AGA Medical,1.0
4387,Tyco Healthcare,5.0
4388,Inverness Medical,1.0
4389,Chromogénix,1.0
4390,PRODIMED - Division PLASTIMED,1.0
4391,GE Healthcare Clinical Systems,1.0
4392,PRODIMED,3.0
4393,Depuy France,1.0
4394,Fournitures Hospitalières Orthopedics,1.0
4395,MI Tech,2.0
4396,St JUDE MEDICAL France,1.0
4397,BIOTROL DIAGNOSTIC,1.0
4398,CRP LX reagent,1.0
4399,MEDRAD,1.0
4400,BD France SAS,1.0
4401,BIOMEDICAL DIAGNOSTICS,1.0
4402,J2L,2.0
4403,ARIZANT,1.0
4404,Diamed,6.0
4405,SORIN GROUP France,1.0
4406,Dade Berhing,2.0
4407,DADE BEHRING S. A,1.0
4408,OXOID SA,1.0
4409,TECAN,1.0
4410,Schiller Medical,1.0
4411,SEDAT,1.0
4412,Sedat,1.0
4413,GIFRER-BARBEZAT,1.0
4414,BRAHMS France,1.0
4415,Adhésia Laboratoire,1.0
4416,Advanced Bionics,2.0
4417,RADIOMETER,3.0
4418,I-Flow Corporation,1.0
4419,VITALITEC,1.0
4420,CONTROLE GRAPHIQUE,1.0
4421,CIS bio,1.0
4422,Ethicon Endosurgery,1.0
4423,VEC MEDICAL,1.0
4424,DakoCytomation,3.0
4425,PENTAIR,1.0
4426,"Ercelab Vermed, Moria and Odon Life Technology",1.0
4427,Thermo Electron SAS,1.0
4428,HEMOTECH,2.0
4429,Integra NeuroSciences,1.0
4430,Menarini,2.0
4431,TORNIER,1.0
4432,OLYMPUS,1.0
4433,CARDINAL HEALTH,1.0
4434,Future Medical Systems,1.0
4435,Ciba Vision,2.0
4436,Schiller,1.0
4437,CIBA Vision,1.0
4438,PORGES,2.0
4439,IPSOGEN SAS,1.0
4440,EUROBIO,6.0
4441,BALT Extrusion,2.0
4442,Haemonetics France,1.0
4443,"MITech Co., Ltd",1.0
4444,BIOMÉRIEUX SA,1.0
4445,CERIA,1.0
4446,DENTSPLY,1.0
4447,Immucor France,1.0
4448,AES CHEMUNEX,1.0
4449,IMMUNOTECH,1.0
4450,MEDOS,1.0
4451,,18.0
4452,EFS Alpes Méditerranée,1.0
4453,POLY IMPLANTS PROTHESES,1.0
4454,DPC,1.0
4455,DPC France,6.0
4456,PHARMACIA & UPJOHN,2.0
4457,MERIDIAN DIAGNOSTICS EUROPE FRANCE,1.0
4458,INVERNESS MEDICAL France,1.0
4459,ABBOTT FRANCE,1.0
4460,ABBOTT Diagnostic,3.0
4461,CORDIS EUROPA NV,1.0
4462,DE ROYAL,1.0
4463,KCI,1.0
4464,INGE;MUREX DIAGNOSTICS;DIASORI;ROCHE DIAGNOSTIC;PBS ORGENICS;ORTHO CLINICAL DIAGNOSTIC;SANOF; DIAGNOSTICS PASTEUR,2.0
4465,CODAN France,1.0
4466,SOPHYSA,3.0
4467,Medipréma,2.0
4468,LEADerm,1.0
4469,Kodak,1.0
4470,Micro Chir Provence (MCP),1.0
4471,FRAMOPLAST,1.0
4472,"Inodiag, informed",1.0
4473,BALT,1.0
4474,All Diag informed,1.0
4475,SAYAG LES,2.0
4476,SMITHS MEDICAL,3.0
4477,PROCONCEPT,1.0
4478,ETHICON ENDO-SURGERY,1.0
4479,TYCO HEALHCARE,1.0
4480,Astra Tech,1.0
4481,MABDPE,1.0
4482,ABBOTT MEDISENSE,1.0
4483,Medtronic France SAS,1.0
4484,Medtronic-Xomed,1.0
4485,KRATZ,1.0
4486,ONE LAMBDA;INGEN,1.0
4487,BIOMEDIS,1.0
4488,BIO - RAD,2.0
4489,Schülke Mayr France,1.0
4490,BIORAD,2.0
4491,KARL STORZ Endoscopy,1.0
4492,INSTRUMENTATION LABORATORY,1.0
4493,MESALYSE,1.0
4494,IOLTECH,1.0
4495,Nichols Institute Diagnostics,2.0
4496,Air Products Médical,1.0
4497,STEDIM,1.0
4498,B. Braun Medical,1.0
4499,Eurocrystal,1.0
4500,BIOMET,2.0
4501,Bioscience,1.0
4502,CAHOUET,1.0
4503,SANOFI DIAGNOSTICS PASTEUR,1.0
4504,BIOTECHNI,1.0
4505,PENTAFERTE,1.0
4506,SENDAL FRANCE,1.0
4507,CORDIS SAS,2.0
4508,UNIPATH DIAGNOSTICS SA,1.0
4509,NMM,1.0
4510,BMD,2.0
4511,COUSIN BIOTECH,1.0
4512,CHECK GRAPHIC,1.0
4513,PEROUSE,2.0
4514,Fisher and Paykel Healthcare,1.0
4515,PRAXIM,1.0
4516,BIOSENSE WEBSTER / CORDIS,1.0
4517,Arion,1.0
4518,I2a informed,1.0
4519,ALLEGIANCE SANTE,1.0
4520,NOVARTIS,2.0
4521,EUROSILICONE,1.0
4522,Saint Gobain Desmarquest Advanced Ceramics Company,3.0
4523,DIAGNOSTICA STAGO,2.0
4524,AESCULAP ​​AG Co KG,1.0
4525,DIDACTIC SA,1.0
4526,Biomedix,2.0
4527,Radiometer SAS,1.0
4528,Elitech France,1.0
4529,Inverness Medical France,2.0
4530,EUROGENETICS - TOSOH,1.0
4531,ORTHO-CLINICAL DIAGNOSTICS,1.0
4532,CIS BIO INTERNATIONAL,1.0
4533,Perugia Plastie Company,1.0
4534,STRYKER;PORTE,1.0
4535,Medex Medical,1.0
4536,INSTITUT JACQUES BOY,2.0
4537,Institut Jacques Boy,1.0
4538,BIOTEST,1.0
4539,ServiBio,2.0
